NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;--;;;0.0000;0.0000;81;0.0000;163;52;3.6458;15;5;0;30;51;6;1;143;49;1150;1896
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;Si;;;29.6463;11.2938;8;2584.8803;1635;196;0.5810;10;1;1;4;4;4;4;1220;157;283;388
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;--;;;0.0000;0.0000;91;0.0000;186;48;3.7915;16;5;0;31;60;7;1;164;47;906;1981
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;Si;;;32.4698;7.0586;5;2733.1121;1738;198;0.3422;11;2;0;3;2;3;2;1302;159;281;420
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;No;95.6867;0.936626;102.1610;46.3722;3590;1479.3140;80943;33581;3.5158;364;71;20;1983;1607;2134;1530;72944;31271;206422;293137
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;No;94.9024;0.934383;101.5668;47.4831;3676;1502.2289;82467;33831;3.5027;394;70;23;2044;1632;2171;1537;74399;31461;164083;305514
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;--;;;0.0000;0.0000;90;0.0000;174;51;4.3689;17;4;0;28;62;6;3;156;50;741;2056
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;Si;;;35.2932;8.4703;6;2837.5802;1792;218;0.3945;10;2;2;4;2;4;2;1345;176;262;458
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;No;95.9893;0.937336;102.4065;47.9610;3713;1513.5959;83035;34143;3.5122;402;64;22;2070;1643;2198;1550;74927;31786;156029;314928
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;--;;;0.0000;0.0000;89;0.0000;174;53;4.7847;18;4;0;30;59;7;3;157;52;724;2041
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;Si;;;32.4698;5.6469;4;2862.9914;1806;222;0.2614;12;2;2;4;0;4;0;1353;177;260;469
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;--;;;0.0000;0.0000;84;0.0000;167;55;4.3902;16;4;0;29;55;6;3;151;54;819;2037
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;Si;;;32.4698;7.0586;5;2909.5785;1830;231;0.3209;13;2;2;5;0;5;0;1373;185;260;477
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;No;99.9478;0.976483;102.3548;47.8964;3708;1517.2902;83304;34160;3.5156;418;68;24;2083;1625;2225;1535;75117;31836;141922;315533
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;No;104.944;1.01126;103.7757;49.0461;3797;1561.0791;85493;35361;3.5564;426;73;28;2181;1616;2330;1585;77156;32926;135104;306419
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;--;;;0.0000;0.0000;84;0.0000;181;59;4.4643;22;7;0;27;57;7;3;166;58;738;1716
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;Si;;;33.8815;9.8821;7;2964.6361;1864;236;0.5031;13;2;5;5;2;6;2;1403;187;284;554
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;--;;;0.0000;0.0000;89;0.0000;175;62;4.5662;27;9;0;28;61;7;3;159;60;688;1129
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;Si;;;36.7050;9.8821;7;3036.6344;1910;241;0.6146;12;1;7;5;2;8;2;1440;187;296;583
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;No;111.126;1.04915;105.9199;50.7382;3928;1564.0112;85472;35609;3.7090;415;75;25;2232;1696;2429;1659;77101;33118;137933;281865
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;No;114.691;1.06297;107.8962;52.7920;4087;1582.0951;86435;36046;3.8030;443;77;24;2359;1728;2541;1703;78025;33572;145116;244543
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;--;;;0.0000;0.0000;92;0.0000;181;66;6.5789;27;7;0;31;61;9;6;165;63;656;739
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;Si;;;38.1167;18.3525;13;3023.9288;1899;243;0.9124;15;1;7;10;3;12;3;1454;190;290;566
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;No;118.055;1.07233;110.0921;55.7888;4319;1604.6742;86527;37702;3.9324;450;89;25;2497;1822;2653;1798;78042;35146;154248;217308
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;--;;;0.0000;0.0000;96;0.0000;169;63;7.0755;28;8;0;33;63;9;6;153;59;802;466
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;Si;;;43.7636;25.4111;18;3162.2785;1983;257;1.1689;14;0;8;13;5;15;5;1513;198;316;549
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;--;;;0.0000;0.0000;82;0.0000;174;60;6.3415;30;7;0;31;51;8;5;150;55;828;375
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;Si;;;47.9988;26.8228;19;2998.5176;1880;244;1.3673;15;1;7;12;7;15;7;1425;184;295;516
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;No;118.798;1.05895;112.1847;54.0837;4187;1499.8909;81245;34872;4.0760;425;92;28;2427;1760;2543;1767;73207;32533;149616;194786
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;No;118.658;1.04961;113.0501;54.4454;4215;1500.2397;81473;34671;4.1051;426;98;30;2447;1768;2563;1777;73397;32324;150313;181926
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;--;;;0.0000;0.0000;77;0.0000;183;55;5.7416;32;8;0;28;49;7;5;159;50;831;364
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;Si;;;49.4106;26.8228;19;2968.8713;1866;237;1.3836;14;1;7;12;7;15;7;1414;176;297;506
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;80;0.0000;189;59;6.4516;34;9;0;29;51;7;7;164;53;836;371
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;47.9988;25.4111;18;2889.8143;1820;227;1.3636;17;1;7;11;7;14;7;1374;166;299;515
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;114.475;1.00685;113.6960;54.4583;4216;1492.5928;80787;34765;4.1191;423;98;30;2417;1799;2530;1803;72779;32415;154353;162442
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;113.283;0.989513;114.4839;54.7296;4237;1480.1278;79763;34824;4.1912;431;106;29;2412;1825;2550;1820;71757;32508;164594;143389
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;74;0.0000;174;68;6.7308;31;7;0;26;48;6;8;147;61;797;294
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;46.5871;23.9994;17;2785.3462;1764;209;1.2838;16;1;4;12;5;14;5;1325;155;270;523
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;112.35;0.977718;114.9102;55.1817;4272;1507.9383;81887;34853;4.0790;446;99;33;2460;1812;2541;1791;73654;32548;183354;128287
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;59;0.0000;182;64;6.1321;26;6;0;19;40;6;7;155;57;799;267
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;47.9988;26.8228;19;2860.1679;1776;250;1.3387;18;1;3;14;5;15;5;1306;188;336;483
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;57;0.0000;182;64;4.6729;33;8;0;16;41;6;4;157;57;867;266
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;43.7636;19.7642;14;2988.6355;1856;261;1.0918;16;1;3;10;4;13;4;1357;200;371;447
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;114.38;0.979744;116.7444;55.1042;4266;1528.5022;83282;35050;4.0503;431;100;35;2457;1809;2566;1788;74784;32714;207979;116818
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;115.749;0.982235;117.8423;54.3033;4204;1562.0091;86003;34923;3.8688;441;94;38;2459;1745;2526;1726;77322;32584;233337;101055
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;47;0.0000;191;70;4.8246;34;8;0;13;34;7;4;166;62;736;238
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;36.7050;18.3525;13;2961.8126;1842;256;0.9085;15;1;3;11;2;12;2;1348;193;370;432
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;57;0.0000;196;80;4.4715;37;8;0;18;39;7;4;174;72;699;204
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;39.5284;21.1759;15;3115.6913;1928;279;0.9738;12;1;3;14;1;15;1;1432;211;384;423
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;122.903;0.988956;124.2750;58.1009;4498;1706.3315;93413;38686;3.8674;465;102;36;2628;1870;2794;1849;83905;36149;252053;93933
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;123.451;0.981034;125.8380;58.6047;4537;1708.0753;93271;38963;3.8535;480;104;39;2668;1869;2784;1847;83767;36411;261738;84890
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;60;0.0000;190;80;4.6218;40;7;0;20;40;7;4;166;72;697;206
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;43.7636;22.5877;16;3142.5142;1947;279;1.0247;11;1;4;15;1;16;1;1448;211;388;415
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;122.486;0.952822;128.5506;59.2376;4586;1732.4369;94975;39145;3.8447;507;108;40;2718;1868;2841;1846;85345;36562;270899;75559
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;56;0.0000;189;78;3.8298;40;7;1;20;36;7;2;164;71;538;186
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;47.9988;22.5877;16;3135.4556;1949;272;1.0180;10;1;5;15;1;16;1;1461;209;391;388
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;62;0.0000;202;75;4.4534;38;6;1;23;39;7;4;179;68;653;169
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;52.2340;22.5877;16;3206.0422;1982;289;0.9406;10;2;5;15;1;15;1;1487;214;436;369
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;120.052;0.892198;134.5570;59.7543;4626;1786.0039;98593;39674;3.7552;549;105;43;2727;1899;2817;1898;88541;37018;290855;57701
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;118.145;0.840359;140.5893;59.7285;4624;1804.2687;99736;39945;3.7899;584;116;49;2761;1863;2930;1877;89564;37272;294174;71453
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;71;0.0000;212;81;5.0980;39;6;1;30;41;8;5;181;74;625;188
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;49.4106;21.1759;15;3242.7472;2029;268;0.7968;10;2;4;14;1;13;1;1555;202;422;499
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;70;0.0000;220;79;5.3846;36;4;1;33;37;9;5;188;72;497;199
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;56.4692;23.9994;17;3331.6863;2083;277;0.8283;9;3;4;14;3;12;3;1606;205;432;570
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;119.234;0.806669;147.8099;61.6402;4772;1840.1523;102526;39933;3.8635;606;128;48;2924;1848;3135;1858;91988;37246;293300;81843
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;122.786;0.781657;157.0844;63.5390;4919;1855.5107;103683;39965;3.9640;624;132;56;3044;1875;3259;1902;92935;37261;289537;83054
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;70;0.0000;221;77;5.3435;35;3;1;36;34;9;5;190;72;502;194
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;56.4692;18.3525;13;3245.5706;2018;281;0.7336;12;3;3;10;3;10;3;1558;214;448;607
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;60.7044;18.3525;13;3410.7432;2140;276;0.6469;15;3;2;11;2;10;2;1641;214;498;616
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;128.524;0.770002;166.9143;66.1741;5123;1865.6506;104184;40249;4.1019;666;135;55;3167;1956;3378;1993;93442;37498;301195;82321
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;68;0.0000;215;72;5.5556;36;4;1;36;32;10;4;187;65;503;179
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;71;0.0000;223;74;5.7252;34;4;1;37;34;11;4;195;67;502;177
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;59.2927;21.1759;15;3461.5656;2165;287;0.7974;18;3;2;12;3;12;3;1658;223;504;616
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;131.037;0.766721;170.9057;67.2333;5205;1871.7474;104576;40329;4.1541;682;144;62;3176;2029;3405;2052;93808;37557;300954;82323
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;135.884;0.779122;174.4062;69.3129;5366;1886.8992;105585;40493;4.2615;707;141;69;3274;2092;3509;2133;94673;37723;298652;82365
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;72;0.0000;220;71;5.9289;36;5;0;38;34;11;4;191;62;499;177
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;60.7044;25.4111;18;3571.6806;2227;303;0.9312;17;3;4;13;5;13;5;1699;234;524;616
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;74;0.0000;232;67;4.1985;41;7;1;42;32;10;1;202;60;323;205
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;84.7038;29.6463;21;3798.9694;2374;317;1.2291;17;2;4;14;7;18;7;1793;241;601;651
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;148.398;0.800094;185.4761;74.8027;5791;1959.0926;110255;41412;4.4455;734;152;70;3613;2178;3910;2211;99092;38598;298502;90250
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;161.887;0.821125;197.1531;80.8608;6260;2075.1008;118243;42405;4.5287;779;160;73;3925;2335;4228;2382;106438;39521;274122;114179
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;74;0.0000;244;60;4.0441;47;5;1;42;32;11;0;219;53;327;252
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;114.3502;28.2346;20;3855.4386;2398;333;1.1667;18;2;6;13;7;17;7;1807;250;621;761
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;127.0558;32.4698;23;4016.3760;2515;330;1.4191;20;1;7;17;6;24;6;1865;249;609;924
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;173.636;0.835398;207.8485;86.1697;6671;2144.7496;122853;43187;4.6252;818;155;84;4205;2466;4464;2517;110703;40232;253181;147707
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;73;0.0000;243;59;3.3582;52;12;1;39;34;9;0;217;51;810;267
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;74;0.0000;260;61;3.2143;61;14;1;39;35;9;0;228;52;1331;283
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;145.4083;38.1167;27;4120.8442;2582;337;1.5200;21;1;8;21;6;27;6;1916;255;594;1022
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;187.525;0.851474;220.2359;93.5453;7242;2241.9376;129319;44245;4.8546;860;160;86;4626;2616;4981;2681;116612;41218;242357;167200
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;200.235;0.86005;232.8172;100.7401;7799;2305.5025;133597;44888;5.0121;851;161;98;5009;2790;5289;2844;120463;41804;247340;166238
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;83;0.0000;287;67;3.1949;57;14;1;36;47;8;2;252;61;2255;279
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;175.0547;42.3519;30;4177.3134;2608;351;1.8544;26;0;8;23;7;32;9;1943;268;599;1028
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;--;;;0.0000;0.0000;86;0.0000;286;67;2.8939;65;15;1;36;50;7;2;250;61;2255;279
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;Si;;;187.7602;38.1167;27;4188.6073;2612;355;1.6629;25;0;7;21;6;29;8;1951;274;590;1028
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;No;206.139;0.868024;237.4802;103.6723;8026;2326.7511;134983;45147;5.1111;874;155;99;5140;2886;5429;2943;121740;42061;243612;166239
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;No;212.049;0.872925;242.9183;105.0932;8136;2323.1472;134766;45085;5.1691;891;163;96;5190;2946;5460;2996;121599;41989;241550;166144
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;--;;;0.0000;0.0000;89;0.0000;290;69;2.8213;64;14;1;38;51;7;2;256;63;2261;279
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;Si;;;190.5837;35.2932;25;4284.6050;2677;358;1.4932;25;0;5;20;5;28;6;2002;275;574;1029
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;--;;;0.0000;0.0000;99;0.0000;303;68;4.5181;64;13;0;40;59;12;3;270;62;2297;254
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;Si;;;199.0541;55.0575;39;4437.0720;2794;349;1.7507;28;0;5;34;5;36;6;2124;275;609;1455
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;No;223.702;0.890264;251.2756;110.6734;8568;2373.6013;138472;45285;5.3475;929;151;105;5473;3095;5756;3184;124969;42213;236801;179175
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;--;;;0.0000;0.0000;116;0.0000;305;79;6.0694;68;15;0;48;68;17;4;274;72;2262;213
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;Si;;;206.1127;86.1156;61;4454.0128;2806;349;2.7500;31;0;4;55;6;59;7;2129;271;571;1746
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;No;234.684;0.908063;258.4446;116.2923;9003;2352.8565;136550;45601;5.6101;935;157;107;5768;3235;5986;3314;123193;42580;225560;185950
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;No;246.829;0.928106;265.9494;121.6787;9420;2373.4850;137313;46435;5.8111;962;165;105;5935;3485;6186;3542;123998;43406;210285;191588
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;--;;;0.0000;0.0000;126;0.0000;329;77;6.7935;70;10;0;54;72;21;4;296;72;1748;239
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;Si;;;204.7010;94.5860;67;4240.8413;2657;347;2.9565;35;1;3;58;9;58;10;2031;269;564;2074
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;--;;;0.0000;0.0000;142;0.0000;336;81;8.3770;66;9;0;58;84;26;6;305;77;1190;254
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;Si;;;210.3479;107.2915;76;4277.5464;2666;364;3.4288;37;1;2;64;12;66;13;2023;281;592;2221
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;No;257.817;0.942773;273.4672;126.6905;9808;2395.3665;138231;47211;5.9605;987;173;112;6136;3672;6368;3717;124985;44212;199466;184133
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;No;267.02;0.959206;278.3756;132.0770;10225;2437.5924;140563;48148;6.1118;1042;181;104;6386;3839;6669;3874;127302;45199;180566;184646
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;--;;;0.0000;0.0000;141;0.0000;342;86;9.1837;71;25;0;62;79;31;5;313;79;309;270
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;Si;;;204.7010;132.7027;94;4446.9541;2789;361;4.0799;33;1;2;75;19;80;18;2118;284;543;2205
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;Si;;;210.3479;149.6435;106;4406.0139;2756;365;4.6296;33;1;3;76;30;81;29;2090;286;542;2205
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;No;272.838;0.976979;279.2669;133.8078;10359;2433.8207;139860;48559;6.1678;1055;195;105;6418;3941;6671;3954;126648;45618;171172;184670
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;--;;;0.0000;0.0000;140;0.0000;347;85;9.1371;70;25;0;61;79;31;5;316;78;332;270
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;--;;;0.0000;0.0000;141;0.0000;360;87;9.3366;75;24;0;60;81;33;5;327;80;326;271
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;Si;;;213.1714;155.2904;110;4310.0162;2693;360;4.9505;41;2;5;81;29;86;29;2038;285;538;2205
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;No;285.052;1.01048;282.0958;137.8250;10670;2476.0465;142611;49077;6.2186;1059;191;111;6665;4005;6897;4000;129092;46140;154144;185068
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;No;296.48;1.0391;285.3250;140.6022;10885;2452.3696;141249;48606;6.3758;1038;208;108;6802;4083;7032;4037;127888;45722;140272;149353
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;--;;;0.0000;0.0000;132;0.0000;364;92;8.7379;87;26;0;56;76;31;5;327;85;248;259
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;Si;;;191.9954;143.9966;102;3930.2604;2431;353;5.1732;44;3;5;72;30;80;29;1826;281;426;1692
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;--;;;0.0000;0.0000;122;0.0000;365;91;8.3130;91;24;0;52;70;28;6;324;85;270;258
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;Si;;;167.9960;119.9971;85;3938.7308;2445;345;4.2056;44;3;6;55;30;61;29;1853;287;498;1737
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;No;303.126;1.05641;286.9397;142.1523;11005;2471.0606;142822;48480;6.4524;1060;209;105;6844;4161;7167;4113;129223;45596;153899;131910
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;No;307.391;1.06399;288.9031;144.2707;11169;2476.5891;143406;48324;6.5293;1087;213;103;6947;4222;7230;4211;129722;45504;159626;123150
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;--;;;0.0000;0.0000;126;0.0000;357;98;8.7805;88;23;1;52;74;29;7;320;90;293;226
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;Si;;;156.7021;110.1150;78;3979.6710;2456;363;3.8462;42;2;8;49;29;56;28;1880;304;560;1932
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;--;;;0.0000;0.0000;122;0.0000;369;104;7.7283;92;24;1;53;69;26;7;332;95;296;207
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;Si;;;146.8200;103.0563;73;3887.9085;2416;338;3.6642;39;2;8;47;26;54;25;1871;285;583;2151
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;No;309.005;1.07154;288.3735;146.7766;11363;2470.2209;143325;47912;6.6299;1087;216;97;7076;4287;7325;4262;129630;45140;156343;129758
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;--;;;0.0000;0.0000;118;0.0000;376;95;6.8396;96;8;1;51;67;22;7;336;88;237;197
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;Si;;;121.4089;71.9983;51;3606.9739;2215;340;2.6052;43;3;9;32;19;34;18;1714;282;565;2153
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;No;310.253;1.06746;290.6469;146.2986;11326;2452.2921;142216;47633;6.6160;1111;208;104;6996;4330;7171;4305;128610;44849;142764;129884
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;No;308.394;1.06447;289.7168;145.4590;11261;2444.0122;141783;47425;6.6028;1128;193;100;6981;4280;7150;4263;128232;44620;142152;129856
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;--;;;0.0000;0.0000;118;0.0000;365;93;7.2289;90;7;1;52;66;23;7;329;86;213;197
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;Si;;;111.5267;60.7044;43;3630.9733;2238;334;2.1319;47;4;9;33;10;34;9;1739;278;563;2153
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;--;;;0.0000;0.0000;122;0.0000;355;98;7.7859;93;7;1;55;67;23;9;321;90;212;196
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;Si;;;108.7033;57.8809;41;3571.6806;2199;331;2.1032;39;3;11;30;11;32;10;1720;277;555;2152
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;No;303.763;1.05322;288.4122;144.2707;11169;2427.7755;140660;47291;6.6199;1138;208;101;6867;4302;7091;4283;127300;44514;142273;129370
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;No;304.286;1.04865;290.1689;144.7228;11204;2429.7389;140513;47590;6.6336;1167;209;105;6851;4353;7081;4314;126961;44816;154234;135004
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;--;;;0.0000;0.0000;133;0.0000;345;99;7.6733;85;4;2;60;73;23;8;315;89;226;188
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;Si;;;103.0563;47.9988;34;3726.9711;2298;342;1.6859;36;2;13;26;8;27;8;1795;281;661;2411
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;--;;;0.0000;0.0000;141;0.0000;365;101;8.1585;78;4;2;59;82;24;11;338;91;254;163
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;Si;;;110.1150;47.9988;34;3647.9141;2237;347;1.7928;34;2;14;25;9;26;10;1731;277;799;2160
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;No;301.793;1.02762;293.6824;144.7873;11209;2424.1716;140505;47167;6.5855;1161;210;110;6847;4362;6994;4304;127056;44503;184643;108869
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;--;;;0.0000;0.0000;139;0.0000;378;104;7.6749;79;6;1;60;79;22;12;348;95;298;128
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;Si;;;125.6441;46.5871;33;3726.9711;2304;336;1.7673;32;2;15;26;7;29;7;1769;268;941;1607
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;No;299.566;1.01242;295.8912;144.6323;11197;2448.5203;143067;46490;6.5036;1164;211;123;6852;4345;6986;4273;129246;43874;226998;68084
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;No;298.76;0.990453;301.6393;141.5968;10962;2464.1887;145010;45760;6.3789;1186;202;126;6649;4313;6846;4248;130755;43162;252912;39767
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;--;;;0.0000;0.0000;139;0.0000;378;99;7.5515;72;7;1;55;84;22;11;349;88;298;112
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;Si;;;132.7027;43.7636;31;3909.0844;2411;358;1.4835;30;2;15;24;7;25;7;1872;285;1013;1214
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;--;;;0.0000;0.0000;156;0.0000;368;102;9.0698;72;6;1;62;94;26;13;338;92;304;114
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;Si;;;129.8792;49.4106;35;4404.6022;2541;579;1.4644;24;2;14;28;7;27;8;1954;436;1029;1217
